,ASIN,タイトル,価格,説明,URL,サムネイルURLs
166,B00P0SK10Q,リンナイ クッキングプレートセット（水なし両面焼用）　RCP-48V シルバー,2640.0,■グリル焼き網の上で使える、グリル調理専用プレート。■トースト、クッキー、冷凍食品の調理をするときに便利です。■食材に焼き網の網目がつかず、食材をまとめて取り出せるのもポイントです。,https://https://www.amazon.co.jp/dp/B00P0SK10Q,['https://m.media-amazon.com/images/I/41CO8r5u0nL.jpg']
167,B0054PJFSY,三栄水栓 C3PS-CM ガス機器用プラグ,980.0,,https://https://www.amazon.co.jp/dp/B0054PJFSY,['https://m.media-amazon.com/images/I/216xlZBw5AL.jpg']
168,B002P6BR90,カル・ミル アクリルシャロートレー 325-12-13 ブラック 【品番】PSYE701,14625.0,カル・ミル アクリルシャロートレー 325-12-13ブラック,https://https://www.amazon.co.jp/dp/B002P6BR90,['https://m.media-amazon.com/images/I/410KlHDrXwL.jpg']
169,B002S88NTC,場所を取らない本格ワインクーラーHVTM12DABB 12ボトル デュアルゾーンミラーガラスドア ワインセラー Haier社 ブラック【並行輸入】,-1.0,,https://https://www.amazon.co.jp/dp/B002S88NTC,"['https://m.media-amazon.com/images/I/310q2nnSYVL.jpg', 'https://m.media-amazon.com/images/I/311ys0BSGcL.jpg', 'https://m.media-amazon.com/images/I/31eoHGSkDTL.jpg', 'https://m.media-amazon.com/images/I/31Aqx-+hEdL.jpg']"
170,B000EAOSU4,Dometic サイレントカーブ 長期熟成用ワインセラー 木目調扉 最大170本収納 CS160,393798.0,Amazonより      ●ワインの保存条件を満たした無振動・超静音の本格派セラー ●限りなく地下のワインセラーに近い環境で本格的な保存・熟成が可能 ●振動はワインの熟成を早めてしまうので長期保存にとっては大敵であるが、独自のアブソープションシステムにより無振動のため、ワインを過熟成させる心配がない ●モーターを使用しないため動作音がほとんどない（ただし、サーモスタットの入切や熱による金属の伸縮に伴う微小な音が発生する場合がある） ●庫内温度を8℃~18℃まで1℃単位で設定が可能（周囲温度25℃条件において） ●設定温度より室温が下がる場合はヒーター機能により温度を自動調整する ●紫外線によるワインの品質低下を防ぐため、ガラス扉には二重ガラス・UVカット加工が施されている ●庫内に取り付けられているカーボンフィルターが庫内の空気を浄化し、においをカットする ●庫内の棚はフックで高さを調節できるので、ワインを分類して収納できる ●同一ボルドー瓶（高さ300mm・直径80mm）をボルドー積みした場合の最大収納本数は170本（※通常は最大収納本数の約70％が目安） ●大切なワインを鍵をかけて保存できる鍵付き,https://https://www.amazon.co.jp/dp/B000EAOSU4,['https://m.media-amazon.com/images/I/51PJ3AK6PCL.jpg']
171,B004SUXZ5U,Avanti 12 Bottle Thermoelectric Counter Top Wine Cooler - Model EWC1201 並行輸入,49480.0,,https://https://www.amazon.co.jp/dp/B004SUXZ5U,"['https://m.media-amazon.com/images/I/41Euvz0K76L.jpg', 'https://m.media-amazon.com/images/I/51slvMR2gWL.jpg']"
172,B00DNSO1OW,場所を取らない本格ワインクーラーHVTEC06ABS Wine Cellar with Electronic Controls ワインセラー(6ボトル) Haier社 Black【並行輸入】,31800.0,,https://https://www.amazon.co.jp/dp/B00DNSO1OW,"['https://m.media-amazon.com/images/I/31mTF-0zI+L.jpg', 'https://m.media-amazon.com/images/I/41iL4ZvISML.jpg', 'https://m.media-amazon.com/images/I/41IX6Ovl3ML.jpg', 'https://m.media-amazon.com/images/I/51YaeXtbOUL.jpg', 'https://m.media-amazon.com/images/I/41yo8nvXwgL.jpg', 'https://m.media-amazon.com/images/I/41oBRGG2oLL.jpg', 'https://m.media-amazon.com/images/I/31vFU-RtdXL.jpg', 'https://m.media-amazon.com/images/I/410I03aByCL.jpg', 'https://m.media-amazon.com/images/I/41gc-ODUfPL.jpg']"
173,B004WM1WAO,Dometic サイレントカーブ 長期熟成用ワインセラー ガラス扉 最大116本収納 CS110DVN,485554.0,Amazonより      ●世界のワイン通に愛される、北欧生まれの無振動・超静音の本格ワインセラー●Silent Caveは、ワインの本場・フランスで「天然の地下ワインカーブ」をコンセプトに企画・開発。ワインの熟成に必要な条件と、使い勝手を満たした本格派熟成用ワインセラー●外観にファイバーボード素材を使用しているので高級ファニチャーの様にお部屋を演出する●【アブソープションシステム】とは、冷却ユニットに自然冷媒のアンモニア水溶液と水素を封入し、アンモニアが気化するときに、周囲の熱を奪う性質を利用して庫内を冷やす無振動・超静音の冷却システム。（冷媒のアンモニア水溶液は、オゾン破壊係数、及び、地球温暖化係数共にゼロの自然冷媒である）●コンプレッサーやファンなどの駆動部品を使用しないため動作音がほとんどない（ただし、サーモスタットの入切や熱による金属の伸縮に伴う微小な音が発生する場合がある）●庫内温度を8℃~18℃まで1℃単位で設定が可能（周囲温度25℃条件において）●庫内の結露により湿度を保たせる湿度還元方式を採用し、自然のセラーと同様な状態でワインを保存する（保湿トレイ付き） （※必要に応じて水を張っていただく場合もある）●紫外線によるワインの品質低下を防ぐため、ガラス扉には二重ガラス・UVカット加工が施されている●最大収容本数は116本（※同一ボルドー瓶（高さ300mm・直径80mm）を棚を外し、ボルドー積みにした場合の最大収納本数で、ボトルの大きさや種類、収納方法によりセラー内の収納本数は変動する。通常、最大収納本数の約70％が目安）●大切なワインを鍵をかけて保存できる鍵付き,https://https://www.amazon.co.jp/dp/B004WM1WAO,"['https://m.media-amazon.com/images/I/41gQYlFV5lL.jpg', 'https://m.media-amazon.com/images/I/518qOgsxzHL.jpg', 'https://m.media-amazon.com/images/I/41iN73aVTcL.jpg']"
174,B000Z4PWY0,Dometic サイレントカーブ 長期熟成用ワインセラー 木目調扉 最大170本収納 CS160D,465165.0,Amazonより      ●世界のワイン通に愛される、北欧生まれの無振動・超静音の本格ワインセラー ●Silent Caveは、ワインの本場・フランスで「天然の地下ワインカーブ」をコンセプトに企画・開発。ワインの熟成に必要な条件と、使い勝手を満たした本格派熟成用ワインセラー ●外観にファイバーボード素材を使用しているので高級ファニチャーの様にお部屋を演出する ●【アブソープションシステム】とは、冷却ユニットに自然冷媒のアンモニア水溶液と水素を封入し、アンモニアが気化するときに、周囲の熱を奪う性質を利用して庫内を冷やす無振動・超静音の冷却システム。（冷媒のアンモニア水溶液は、オゾン破壊係数、及び、地球温暖化係数共にゼロの自然冷媒である） ●コンプレッサーやファンなどの駆動部品を使用しないため動作音がほとんどない（ただし、サーモスタットの入切や熱による金属の伸縮に伴う微小な音が発生する場合がある） ●庫内温度を8℃~18℃まで1℃単位で設定が可能（周囲温度25℃条件において） ●庫内の結露により湿度を保たせる湿度還元方式を採用し、自然のセラーと同様な状態でワインを保存する（保湿トレイ付き） （※必要に応じて水を張っていただく場合もある） ●同一ボルドー瓶（高さ300mm・直径80mm）をボルドー積みした場合の最大収納本数は170本（※通常は最大収納本数の約70％が目安） ●大切なワインを鍵をかけて保存できる鍵付き,https://https://www.amazon.co.jp/dp/B000Z4PWY0,"['https://m.media-amazon.com/images/I/41A-RAAUPNL.jpg', 'https://m.media-amazon.com/images/I/41fWB38E56L.jpg', 'https://m.media-amazon.com/images/I/41tiWV3BucL.jpg', 'https://m.media-amazon.com/images/I/41+39q5j2PL.jpg']"
175,B008MIV83K,Vintec V120SP,226285.0,ビルトイン仕様。奥行60cm以下でシステムキッチン横にも収まるスリムなボディ。最大86本の収納力。,https://https://www.amazon.co.jp/dp/B008MIV83K,['https://m.media-amazon.com/images/I/41xoCEcxKjL.jpg']
176,B000EAMNLK,Dometic サイレントカーブ 長期熟成用ワインセラー 最大54本収納 CS52DV,274527.0,Amazonより      ●ワインの保存条件を満たした無振動・超静音の本格派セラー ●限りなく地下のワインセラーに近い環境で本格的な保存・熟成が可能 ●振動はワインの熟成を早めてしまうので長期保存にとっては大敵であるが、独自のアブソープションシステムにより無振動のため、ワインを過熟成させる心配がない ●モーターを使用しないため動作音がほとんどない（ただし、サーモスタットの入切や熱による金属の伸縮に伴う微小な音が発生する場合がある） ●庫内温度を8℃~18℃まで1℃単位で設定が可能（周囲温度25℃条件において） ●設定温度より室温が下がる場合はヒーター機能により温度を自動調整する ●庫内の結露により湿度を保たせる湿度還元方式を採用し、自然のセラーと同様な状態でワインを保存する（保湿マット付き）※必要に応じて水を張っていただく場合もある ●庫内の結露により湿度を保たせる湿度還元方式を採用し、自然のセラーと同様な状態でワインを保存する（保湿マット付き）※必要に応じて水を張っていただく場合もある ●庫内に取り付けられているカーボンフィルターが庫内の空気を浄化し、においをカットする ●庫内の棚はフックで高さを調節できるので、ワインを分類して収納できる ●同一ボルドー瓶（高さ300mm・直径80mm）をボルドー積みした場合の最大収納本数は54本（※通常は最大収納本数の約70％が目安） ●大切なワインを鍵をかけて保存できる鍵付き,https://https://www.amazon.co.jp/dp/B000EAMNLK,['https://m.media-amazon.com/images/I/51WVNMDAE3L.jpg']
177,B000EAQXW0,Dometic サイレントカーブ 長期熟成用ワインセラー 木目調扉 最大116本収納 CS110,346589.0,Amazonより      ●ワインの保存条件を満たした無振動・超静音の本格派セラー ●限りなく地下のワインセラーに近い環境で本格的な保存・熟成が可能 ●振動はワインの熟成を早めてしまうので長期保存にとっては大敵であるが、独自のアブソープションシステムにより無振動のため、ワインを過熟成させる心配がない ●モーターを使用しないため動作音がほとんどない（ただし、サーモスタットの入切や熱による金属の伸縮に伴う微小な音が発生する場合がある） ●庫内温度を8℃~18℃まで1℃単位で設定が可能（周囲温度25℃条件において） ●設定温度より室温が下がる場合はヒーター機能により温度を自動調整する ●紫外線によるワインの品質低下を防ぐため、ガラス扉には二重ガラス・UVカット加工が施されている ●庫内に取り付けられているカーボンフィルターが庫内の空気を浄化し、においをカットする ●庫内の棚はフックで高さを調節できるので、ワインを分類して収納できる ●同一ボルドー瓶（高さ300mm・直径80mm）をボルドー積みした場合の最大収納本数は116本（※通常は最大収納本数の約70％が目安） ●大切なワインを鍵をかけて保存できる鍵付き,https://https://www.amazon.co.jp/dp/B000EAQXW0,['https://m.media-amazon.com/images/I/51B1B17ZKNL.jpg']
